AnimalID,DOB,Season,Age,Sex,Group,BehaviorMoM,Evento,ngroup,TransFer,Death,EventDate,Status,Asterisk
0A3,10/18/2004,<=2013,14.33,m,F,48B,,F,1/30/2007,,,Remove,
0A4,10/23/2004,<=2013,14.33,F,F,62H,,F,,,,IN CS,
0A5,10/22/2004,<=2013,14.33,f,F,54D,,F,1/31/2007,,,Remove,
0A6,12/10/2004,<=2013,14.17,m,F,14I,,F,03/07/2006,,,Remove,
0A7,12/10/2004,<=2013,14.17,m,F,J92,,F,03/09/2006,,,Remove,
0A8,10/21/2004,<=2013,14.33,f,F,71J,,F,03/07/2006,,,Remove,
0A9,12/29/2004,<=2013,14.17,F,F,29B,,F,,,,IN CS,
0B0,1/31/2005,<=2013,14.08,f,F,Z08,,F,3/17/2006,,,Remove,
0B1,11/22/2004,<=2013,14.25,m,KK,02G,R,R,,15-Dec-09,5/15/2009,Dead,
0B2,10/03/2004,<=2013,14.33,f,S,Z99,,S,,03-Mar-06,,Dead,
0B3,12/04/2004,<=2013,14.17,m,S,X60,,S,,29-Jan-07,,Dead,
0B4,12/05/2004,<=2013,14.17,F,R,67C,S,S,,,6/14/2016,IN CS,
0B5,10/22/2004,<=2013,14.33,F,R,93I,,R,,,,IN CS,
0B6,11/29/2004,<=2013,14.25,f,KK,V05,,KK,,07-Apr-16,,Dead,***
0B7,05/09/2005,<=2013,13.75,f,S,T84,,S,,06-Feb-07,,Dead,
0B8,11/28/2004,<=2013,14.25,m,R,28A,F,F,,24-May-16,08/11/2009,Dead,
0B9,11/02/2004,<=2013,14.25,f,HH,19J,,HH,12/08/2016,,,Remove,
0C0,10/31/2005,<=2013,13.33,m,F,Z15,,F,2/16/2007,,,Remove,
0C1,1/24/2006,<=2013,13.08,m,F,21C,HH,HH,2/22/2007,,10/23/2006,Remove,
0C2,10/29/2005,<=2013,13.33,f,F,60P,,F,2/16/2007,,,Remove,
0C3,11/17/2005,<=2013,13.25,M,F,21K,nMM,MM,,,09/01/2011,IN CS,-
0C4,11/01/2005,<=2013,13.25,m,F,20F,,F,02/09/2010,,,Remove,
0C5,10/30/2005,<=2013,13.33,m,F,46F,,F,2/16/2007,,,Remove,
0C6,12/20/2005,<=2013,13.17,F,F,42L,F,F,,,08/02/2017,IN CS,
0C7,10/25/2005,<=2013,13.33,M,F,28J,V,V,,,3/17/2017,IN CS,
0C8,12/11/2005,<=2013,13.17,F,F,11I,nMM,MM,,,09/01/2011,IN CS,
0C9,10/30/2005,<=2013,13.33,M,F,X97,S,S,,,08/11/2015,IN CS,
0D0,12/24/2006,<=2013,12.17,m,R,28I,,R,1/26/2009,,,Remove,
0D1,10/02/2006,<=2013,12.33,f,R,48N,,R,,11-Mar-10,,Dead,
0D2,10/07/2006,<=2013,12.33,m,F,44J,,F,1/21/2009,,,Remove,
0D3,9/23/2006,<=2013,12.42,m,F,10S,V,V,,03-Aug-15,6/14/2012,Dead,
0D4,10/11/2006,<=2013,12.33,f,F,86C,,F,,01-Mar-08,,Dead,
0D5,10/08/2006,<=2013,12.33,f,S,X60,,S,,06-Mar-09,,Dead,
0D6,10/23/2006,<=2013,12.33,m,R,02A,,R,1/21/2009,,,Remove,
0D7,10/17/2006,<=2013,12.33,m,R,37P,,R,02/03/2009,,,Remove,
0D8,11/05/2006,<=2013,12.25,m,R,K84,,R,1/29/2009,,,Remove,
0D9,10/11/2006,<=2013,12.33,m,R,76K,,R,02/03/2009,,,Remove,
0.00E+00,10/31/2006,<=2013,12.33,f,F,40L,,F,1/21/2009,,,Remove,
0.00E+00,11/18/2006,<=2013,12.25,F,R,96G,,R,,,,IN CS,
0.00E+00,12/20/2006,<=2013,12.17,F,R,02T,,R,,,,IN CS,
0.00E+00,10/16/2006,<=2013,12.33,M,R,L19,F,F,,,03/06/2018,IN CS,
0.00E+00,12/02/2006,<=2013,12.17,m,R,28A,,R,1/26/2009,,,Remove,
0.00E+00,10/18/2006,<=2013,12.33,m,HH,21N,,HH,3/16/2010,,,Remove,
0.00E+00,10/27/2006,<=2013,12.33,f,R,91K,,R,02/11/2009,,,Remove,
0.00E+00,01/03/2007,<=2013,12.08,f,F,Z14,,F,,23-Jul-12,,Dead,
0.00E+00,10/18/2006,<=2013,12.33,M,F,V36,S,S,,,2/25/2016,IN CS,
0.00E+00,9/15/2006,<=2013,12.42,m,F,52P,nNN,NN,,09-Aug-12,03/02/2012,Dead,
0F0,11/28/2007,<=2013,11.25,f,V,31L,,V,,02-Feb-18,,Dead,
0F1,11/06/2007,<=2013,11.25,m,V,15E,,V,02/12/2009,,,Remove,
0F2,12/22/2007,<=2013,11.17,m,V,T03,,V,02/10/2009,,,Remove,
0F3,11/11/2007,<=2013,11.25,f,HH,66I,,HH,02/03/2009,,,Remove,
0F4,10/29/2007,<=2013,11.33,f,HH,21N,,HH,,10-Feb-09,,Dead,
0F5,09/11/2007,<=2013,11.42,m,F,64A,,F,02/10/2009,,,Remove,
0F6,9/30/2007,<=2013,11.42,f,R,10Z,,R,,30-Nov-16,,Dead,
0F7,10/30/2007,<=2013,11.33,m,R,28I,F,F,,23-Mar-14,07/09/2013,Dead,
0F8,9/26/2007,<=2013,11.42,f,R,68C,,R,02/10/2009,,,Remove,
0F9,11/13/2007,<=2013,11.25,m,S,97R,,S,02/11/2009,,,Remove,
0G0,12/12/2007,<=2013,11.17,f,F,V65,,F,2/26/2009,,,Remove,
0G1,11/17/2007,<=2013,11.25,M,F,K00,V,V,,,02/12/2015,IN CS,
0G2,9/26/2007,<=2013,11.42,f,R,40T,,R,,01-Sep-15,,Dead,
0G3,10/27/2007,<=2013,11.33,f,HH,62S,HH,HH,12/01/2016,,7/15/2016,Remove,*
0G4,01/11/2008,<=2013,11.08,m,F,57H,,F,2/26/2009,,,Remove,
0G5,10/05/2007,<=2013,11.33,F,F,43F,,F,,,,IN CS,
0G6,10/03/2007,<=2013,11.33,m,F,14I,,F,03/04/2009,,,Remove,
0G7,10/23/2007,<=2013,11.33,f,F,Z08,,F,2/26/2009,,,Remove,
0G8,9/30/2007,<=2013,11.42,M,F,55H,V,V,,,1/24/2018,IN CS,
0G9,11/09/2008,<=2013,10.25,M,V,98J,S,S,,,1/20/2017,IN CS,
0H0,11/11/2008,<=2013,10.25,m,KK,21H,,KK,,08-Mar-10,,Dead,
0H1,09/04/2008,<=2013,10.42,m,KK,62O,,KK,03/03/2010,,,Remove,
0H2,09/07/2008,<=2013,10.42,f,KK,62R,,KK,1/19/2011,,,Remove,
0H3,10/06/2008,<=2013,10.33,M,KK,11N,S,S,,,1/25/2017,IN CS,
0H4,10/09/2008,<=2013,10.33,f,HH,21N,,HH,,01-Jan-16,,Dead,***
0H5,10/07/2008,<=2013,10.33,f,HH,55R,,HH,1/27/2011,,,Remove,
0H6,9/24/2008,<=2013,10.42,f,HH,73C,,HH,2/23/2010,,,Remove,
0H7,9/20/2008,<=2013,10.42,m,HH,16S,,HH,2/24/2010,,,Remove,
0H8,1/31/2009,<=2013,10.08,M,F,X17,V,V,,,01/08/2018,IN CS,
0H9,10/04/2008,<=2013,10.33,m,F,71J,R,R,,09-Jul-13,8/13/2012,Dead,***
0I0,9/16/2008,<=2013,10.42,f,F,Z11,,F,2/23/2010,,,Remove,
0I1,12/15/2008,<=2013,10.17,m,HH,39Z,KK,KK,,16-Sep-14,06/11/2014,Dead,***
0I2,9/25/2008,<=2013,10.42,m,F,14I,,F,03/05/2010,,,Remove,
0I3,11/10/2008,<=2013,10.25,m,F,O52,,F,2/18/2010,,,Remove,
0I4,9/17/2008,<=2013,10.42,f,F,44J,,F,03/02/2010,,,Remove,
0I5,10/08/2008,<=2013,10.33,F,F,90D,MM,MM,,,12/21/2018,IN CS,+
0I6,01/05/2009,<=2013,10.08,F,F,92D,,F,,,,IN CS,
0I7,09/01/2008,<=2013,10.42,F,S,38Z,,S,,,,IN CS,
0I8,10/28/2009,<=2013,9.33,m,V,78I,,V,02/02/2011,,,Remove,
0I9,9/23/2009,<=2013,9.42,M,V,85T,,V,,,,IN CS,
0J0,11/17/2009,<=2013,9.25,m,R,33V,,R,,24-Feb-17,,Dead,
0J1,09/06/2009,<=2013,9.42,M,R,02T,F,F,,,3/28/2018,IN CS,
0J2,10/23/2009,<=2013,9.33,f,KK,76J,,KK,02/04/2011,,,Remove,
0J3,10/18/2009,<=2013,9.33,m,R,89K,,R,1/18/2012,,,Remove,
0J4,9/16/2009,<=2013,9.42,M,R,16Z,V,V,,,05/09/2014,IN CS,
0J5,10/17/2009,<=2013,9.33,F,KK,55J,,KK,,,,IN CS,-
0J6,10/28/2009,<=2013,9.33,f,R,93I,,R,02/01/2011,,,Remove,
0J7,09/06/2009,<=2013,9.42,f,S,85Z,,S,,12-Jul-13,,Dead,
0J8,8/29/2009,<=2013,9.5,M,KK,24V,R,R,,,1/13/2016,IN CS,
0J9,10/03/2009,<=2013,9.33,M,S,30F,S,S,,,09/02/2015,IN CS,
0K0,10/14/2009,<=2013,9.33,f,V,15E,,V,,19-Mar-18,,Dead,
0K1,10/11/2009,<=2013,9.33,m,V,4C9,HH,HH,10/19/2016,,5/17/2016,Remove,*
0K2,11/22/2009,<=2013,9.25,F,F,3C3,F,F,,,01/01/2014,IN CS,
0K3,11/01/2009,<=2013,9.25,m,HH,5B6,,HH,1/26/2012,,,Remove,
0K4,10/30/2009,<=2013,9.33,f,F,43F,,F,1/31/2012,,,Remove,
0K5,9/28/2009,<=2013,9.42,m,F,52P,,F,1/26/2012,,,Remove,
0K6,10/17/2009,<=2013,9.33,f,R,15O,,R,2/15/2011,,,Remove,
0K7,10/03/2009,<=2013,9.33,F,F,79Z,,F,,,,IN CS,
0K8,11/21/2009,<=2013,9.25,F,KK,2C3,,KK,,,,IN CS,-
0K9,01/02/2010,<=2013,9.08,F,KK,34B,,KK,02/04/2011,,,Remove,
0L0,10/30/2010,<=2013,8.33,M,R,93I,,R,,,,IN CS,
0L1,9/28/2010,<=2013,8.42,M,R,89K,F,F,,,10/20/2014,IN CS,
0L2,9/28/2010,<=2013,8.42,f,R,60V,,R,11/12/2015,,,Remove,
0L3,10/22/2010,<=2013,8.33,m,F,55V,,F,1/15/2014,,,Remove,
0L4,10/14/2010,<=2013,8.33,m,R,16Z,V,V,,16-May-17,06/11/2015,Dead,
0L5,10/13/2010,<=2013,8.33,m,S,4A9,KK,KK,11/07/2018,,3/17/2017,Remove,
0L6,9/21/2010,<=2013,8.42,f,S,57T,,S,,21-Mar-12,,Dead,
0L7,10/30/2010,<=2013,8.33,f,R,5C2,,R,,07-Apr-16,,Dead,
0L8,10/29/2010,<=2013,8.33,f,S,7A9,,S,10/30/2015,,,Remove,
0L9,10/09/2010,<=2013,8.33,f,S,1B4,,S,11/12/2015,,,Remove,
0M0,9/23/2010,<=2013,8.42,f,V,5C6,,V,2/14/2014,,,Remove,
0M1,9/20/2010,<=2013,8.42,M,V,13H,,V,,,,IN CS,
0M2,09/12/2010,<=2013,8.42,F,HH,2.00E+08,F,F,,,06/07/2017,IN CS,
0M3,10/25/2010,<=2013,8.33,f,V,1B3,,V,,27-Aug-18,,Dead,
0M4,10/10/2010,<=2013,8.33,F,V,14E,,V,,,,IN CS,
0M5,8/25/2011,<=2013,7.5,F,R,0.00E+00,,R,,,,IN CS,
0M6,08/09/2011,<=2013,7.5,F,KK,2C3,,KK,,,,IN CS,-
0M7,9/13/2011,<=2013,7.42,M,KK,93O,R,R,,,5/26/2017,IN CS,
0M8,8/22/2011,<=2013,7.5,m,KK,55J,V,V,,13-Jun-18,01/10/2017,Dead,
0M9,8/15/2011,<=2013,7.5,M,S,2D4,,S,,,,IN CS,
0N0,10/20/2011,<=2013,7.33,m,V,98J,,V,12/05/2013,,,Remove,
0N1,9/20/2011,<=2013,7.42,m,V,81E,,V,1/17/2014,,,Remove,
0N2,09/12/2011,<=2013,7.42,f,V,85T,,V,12/06/2013,,,Remove,
0N3,10/17/2011,<=2013,7.33,f,V,1B0,,V,12/04/2015,,,Remove,
0N4,09/05/2011,<=2013,7.42,f,V,53Z,,V,,21-Jul-16,,Dead,
0N5,11/04/2011,<=2013,7.25,m,V,13B,,V,1/17/2014,,,Remove,
0N6,8/30/2011,<=2013,7.5,m,V,3D9,,V,,14-Dec-13,,Dead,
0N7,11/28/2011,<=2013,7.25,f,V,30J,,V,12/10/2013,,,Remove,
0N8,09/06/2011,<=2013,7.42,m,V,47Z,,V,12/10/2013,,,Remove,
0N9,11/01/2011,<=2013,7.25,m,F,43J,,F,12/12/2013,,,Remove,
0O0,10/09/2012,<=2013,6.33,m,F,50I,,F,1/24/2014,,,Remove,
0O1,10/07/2012,<=2013,6.33,m,F,29B,,F,,05-Dec-13,,Dead,***
0O2,10/11/2012,<=2013,6.33,f,F,79Z,,F,1/28/2014,,,Remove,
0O3,10/16/2012,<=2013,6.33,f,V,1B0,,V,2/14/2014,,,Remove,
0O4,09/12/2012,<=2013,6.42,m,V,9.00E+08,,V,,06-Dec-17,,Dead,
0O5,9/17/2012,<=2013,6.42,f,V,45Z,,V,2/14/2014,,,Remove,
0O6,9/30/2012,<=2013,6.42,M,F,82A,,F,,,,IN CS,
0O7,09/06/2012,<=2013,6.42,m,F,44J,,F,10/31/2014,,,Remove,
0O8,09/06/2012,<=2013,6.42,m,F,9D8,,F,1/28/2014,,,Remove,
0O9,09/08/2012,<=2013,6.42,M,F,98T,,F,,,,IN CS,
0P0,09/10/2012,<=2013,6.42,M,R,6A4,F,F,,,11/01/2017,IN CS,
0P1,10/02/2012,<=2013,6.33,m,KK,53E,,KK,1/22/2014,,,Remove,
0P2,09/11/2012,<=2013,6.42,F,R,77V,S,S,,,01/10/2017,IN CS,
0P3,8/29/2012,<=2013,6.5,f,R,85V,,R,,27-Jan-15,,Dead,***
0P4,10/27/2012,<=2013,6.33,f,KK,6C2,,KK,10/23/2014,,,Remove,
0P5,9/29/2012,<=2013,6.42,f,S,97R,,S,10/27/2015,,,Remove,
0P6,9/15/2012,<=2013,6.42,M,R,4A5,F,F,,,1/22/2018,IN CS,
0P7,9/25/2012,<=2013,6.42,M,S,36D,,S,,,,IN CS,
0P8,9/13/2012,<=2013,6.42,M,R,4F5,F,F,,,02/06/2018,IN CS,
0P9,8/25/2012,<=2013,6.5,M,R,54N,V,V,,,02/02/2017,IN CS,
0Q0,09/08/2012,<=2013,6.42,f,KK,86Z,,KK,10/30/2014,,,Remove,
0Q1,10/22/2012,<=2013,6.33,m,HH,48V,,HH,2/13/2014,,,Remove,
0Q2,10/09/2012,<=2013,6.33,m,HH,94S,,HH,10/21/2014,,,Remove,
0Q3,9/24/2012,<=2013,6.42,f,HH,73C,,HH,02/12/2014,,,Remove,
0Q4,10/01/2012,<=2013,6.33,m,HH,55R,,HH,10/21/2014,,,Remove,
0Q5,12/29/2012,<=2013,6.17,f,KK,2C4,,KK,12/12/2018,,,Remove,
0Q6,9/30/2012,<=2013,6.42,f,S,7G6,,S,11/12/2015,,,Remove,
0Q7,9/14/2012,<=2013,6.42,f,HH,3A9,,HH,2/14/2014,,,Remove,
0Q8,9/21/2012,<=2013,6.42,f,HH,8.00E+02,,HH,10/30/2014,,,Remove,
0Q9,11/12/2012,<=2013,6.25,m,HH,21N,,HH,10/21/2014,,,Remove,
0R0,07/04/2013,2014,5.58,F,F,9C2,MM,MM,,,06/01/2014,IN CS,
0R1,08/07/2013,2014,5.5,M,F,93Z,MM,MM,,,06/01/2014,IN CS,
0R2,8/21/2013,2014,5.5,M,KK,60R,,KK,,,,IN CS,-
0R3,7/30/2013,2014,5.58,M,KK,93O,,KK,,,,IN CS,-
0R4,8/30/2013,2014,5.5,f,MM,90P,,MM,12/02/2014,,,Remove,
0R5,09/06/2013,2014,5.42,M,F,60P,,F,,,,IN CS,
0R6,08/12/2013,2014,5.5,f,MM,6C5,,MM,12/09/2014,,,Remove,
0R7,8/15/2013,2014,5.5,f,KK,49V,,KK,,13-Jun-16,,Dead,
0R8,7/28/2013,2014,5.58,M,MM,5G9,F,F,,,01/01/2014,IN CS,
0R9,09/09/2013,2014,5.42,F,MM,2.00E+01,,MM,,,,IN CS,
0S0,8/21/2013,2014,5.5,M,V,52Z,,V,,,,IN CS,
0S1,9/20/2013,2014,5.42,F,V,3D9,,V,,,,IN CS,
0S2,09/06/2013,2014,5.42,F,V,9C1,,V,,,,IN CS,
0S3,8/13/2013,2014,5.5,m,V,53Z,,V,12/02/2014,,,Remove,
0S4,09/02/2013,2014,5.42,M,V,1I5,,V,,,,IN CS,
0S5,7/27/2013,2014,5.58,F,V,40Z,,V,,,,IN CS,
0S6,9/15/2013,2014,5.42,F,V,9.00E+08,,V,,,,IN CS,
0S7,10/01/2013,2014,5.33,M,F,32S,,F,,,,IN CS,
0S8,8/31/2013,2014,5.5,F,F,56E,,F,,,,IN CS,
0S9,10/10/2013,2014,5.33,f,F,63V,,F,12/04/2014,,,Remove,
0T0,9/18/2014,2015,4.42,F,F,28J,,F,,,,IN CS,
0T1,8/17/2014,2015,4.5,F,F,8F3,,F,,,,IN CS,
0T2,07/07/2014,2015,4.58,M,F,1K5,,F,,,,IN CS,
0T3,8/15/2014,2015,4.5,M,F,2A2,,F,,,,IN CS,
0T4,08/03/2014,2015,4.5,F,MM,6C5,MM,MM,,,5/23/2018,IN CS,
0T5,09/07/2014,2015,4.42,F,F,43F,,F,,,,IN CS,
0T6,09/09/2014,2015,4.42,F,F,61J,,F,,,,IN CS,
0T7,8/15/2014,2015,4.5,M,F,1L2,,F,,,,IN CS,
0T8,8/13/2014,2015,4.5,f,KK,0B6,,KK,11/06/2018,,,Remove,
0T9,9/16/2014,2015,4.42,f,R,0A2,,R,,20-Jan-16,,Dead,***
0U0,8/28/2014,2015,4.5,m,S,3D4,,S,,31-Dec-14,,Dead,
0U1,07/08/2014,2015,4.58,F,F,1K0,,F,,,,IN CS,
0U2,8/19/2014,2015,4.5,M,F,44J,,F,,,,IN CS,
0U3,7/31/2014,2015,4.58,f,MM,1K3,,MM,,15-Jan-16,,Dead,*
0U4,08/11/2014,2015,4.5,F,F,42L,F,F,,,08/02/2017,IN CS,
0U5,8/16/2014,2015,4.5,f,F,34N,,F,,05-Jul-18,,Dead,
0U6,8/28/2014,2015,4.5,F,MM,8J0,F,F,,,2/28/2018,IN CS,
0U7,09/07/2014,2015,4.42,f,S,9K1,,S,,11-Nov-15,,Dead,
0U8,10/06/2014,2015,4.33,f,S,0I7,,S,,24-May-16,,Dead,***
0U9,9/27/2014,2015,4.42,M,S,97R,,S,,,,IN CS,
0V0,08/05/2015,2016,3.5,F,F,2A5,,F,,,,IN CS,
0V1,11/27/2015,2016,3.25,F,F,57H,,F,,,,IN CS,
0V2,7/13/2015,2016,3.58,F,MM,1N9,F,F,,,03/09/2016,IN CS,
0V3,8/15/2015,2016,3.5,m,HH,4I9,,HH,10/18/2016,,,Remove,
0V4,7/27/2015,2016,3.58,f,HH,5B6,,HH,10/18/2016,,,Remove,
0V5,7/29/2015,2016,3.58,f,HH,77S,,HH,10/18/2016,,,Remove,
0V6,8/13/2015,2016,3.5,f,MM,1K3,,MM,,11-Aug-17,,Dead,***
0V7,8/30/2015,2016,3.5,M,MM,1.00E+00,,MM,,,,IN CS,
0V8,08/06/2015,2016,3.5,M,MM,0C8,,MM,,,,IN CS,
0V9,10/15/2015,2016,3.33,f,HH,22H,,HH,10/19/2016,,,Remove,
0W0,7/22/2015,2016,3.58,F,R,0.00E+00,,R,,,,IN CS,
0W1,10/27/2015,2016,3.33,M,R,4D5,S,S,,,01/10/2017,IN CS,
0W2,09/08/2015,2016,3.42,F,S,7A9,,S,,,,IN CS,
0W3,7/20/2015,2016,3.58,M,R,4I4,,R,,,,IN CS,
0W4,8/15/2015,2016,3.5,M,R,3B1,,R,,,,IN CS,
0W5,7/26/2015,2016,3.58,M,R,1.00E+06,,R,,,,IN CS,
0W6,08/12/2015,2016,3.5,F,R,4.00E+00,,R,,,,IN CS,
0W7,8/29/2015,2016,3.5,F,R,6B0,,R,,,,IN CS,
0W8,08/12/2015,2016,3.5,F,R,31V,,R,,,,IN CS,
0W9,07/05/2015,2016,3.58,F,R,3J3,,R,,,,IN CS,
0X0,7/22/2015,2016,3.58,F,MM,2.00E+01,,MM,,,,IN CS,
0X1,7/25/2015,2016,3.58,F,V,0K0,,V,,,,IN CS,
0X2,7/25/2015,2016,3.58,f,V,85T,,V,,29-Nov-16,,Dead,
0X3,8/20/2015,2016,3.5,f,KK,6D4,,KK,10/31/2018,,,Remove,
0X4,8/23/2015,2016,3.5,F,MM,8J0,F,F,,,2/28/2018,IN CS,
0X5,8/26/2015,2016,3.5,M,MM,34Z,F,F,,,3/21/2018,IN CS,
0X6,8/29/2015,2016,3.5,m,KK,7F0,,KK,10/31/2018,,,Remove,
0X7,08/02/2015,2016,3.5,m,HH,4J3,,HH,,30-Nov-16,,Dead,
0X8,7/13/2015,2016,3.58,M,F,9A4,,F,,,,IN CS,
0X9,10/08/2015,2016,3.33,F,F,63V,,F,,,,IN CS,
0Y0,07/12/2017,2018,1.58,M,S,4I3,,S,,,,IN CS,
0Y2,07/12/2017,2018,1.58,F,S,3H6,,S,,,,IN CS,
0Y3,7/28/2016,2017,2.58,M,S,8M0,,S,,,,IN CS,
0Y5,6/30/2016,2017,2.67,F,S,1K8,,S,,,,IN CS,
0Y6,7/18/2017,2018,1.58,F,MM,2.00E+01,,MM,,,,IN CS,
0Y7,8/22/2017,2018,1.5,F,F,90P,,F,,,,IN CS,
0Y8,07/07/2017,2018,1.58,F,F,2.00E+08,,F,,,,IN CS,
0Y9,08/07/2017,2018,1.5,M,F,40L,,F,,,,IN CS,
0Z3,8/19/2017,2018,1.5,M,MM,5D9,,MM,,,,IN CS,
0Z6,7/20/2017,2018,1.58,M,S,3J4,,S,,,,IN CS,
0Z7,09/07/2017,2018,1.42,M,S,0I7,,S,,,,IN CS,
0Z8,07/05/2016,2017,2.58,F,S,8M6,,S,,,,IN CS,
0Z9,8/13/2017,2018,1.5,M,S,38Z,,S,,,,IN CS,
100,01/01/1956,<=2013,63.08,f,U,?,,U,,06-Apr-58,,Dead,
101,01/01/1956,<=2013,63.08,m,U,?,,U,,23-Apr-57,,Dead,
102,01/01/1954,<=2013,65.08,f,U,?,nE,nE,4/26/1971,,01/01/1960,Remove,
103,01/01/1952,<=2013,67.08,m,U,?,nC,nC,,01-Oct-65,01/01/1960,Dead,
104,01/01/1956,<=2013,63.08,f,U,?,nC,nC,,10-Apr-67,01/01/1960,Dead,
105,01/01/1956,<=2013,63.08,f,U,?,nCC,CC,,25-Mar-68,01/01/1960,Dead,
106,01/01/1955,<=2013,64.08,f,U,?,nK,nK,2/14/1972,,11/10/1969,Remove,
107,01/01/1955,<=2013,64.08,m,U,?,C,C,12/09/1968,,9/18/1961,Remove,
108,01/01/1956,<=2013,63.08,m,U,?,nC,nC,12/08/1961,,01/01/1960,Remove,
109,01/01/1953,<=2013,66.08,f,U,?,nA,nA,11/10/1965,,01/01/1960,Remove,
10A,3/31/1992,<=2013,26.92,m,V,J79,V,V,,26-May-98,05/01/1998,Dead,
10B,3/14/1993,<=2013,25.92,m,Y,L81,,Y,01/11/1995,,,Remove,
10C,1/19/1994,<=2013,25.08,f,R,C12,,R,,25-Jun-13,,Dead,
10D,01/09/1995,<=2013,24.08,m,S,T86,F,F,,30-May-08,8/18/2001,Dead,
10E,2/24/1995,<=2013,24,m,F,O70,,F,2/14/1997,,,Remove,
10F,1/28/1996,<=2013,23.08,f,F,D69,,F,1/27/1998,,,Remove,
10G,1/19/1997,<=2013,22.08,f,F,X86,,F,1/22/1999,,,Remove,
10H,01/02/1997,<=2013,22.08,m,R,L19,,R,02/03/1999,,,Remove,
10I,4/22/1998,<=2013,20.83,f,F,R71,HH,HH,4/24/2001,,12/01/2000,Remove,
10J,5/22/1998,<=2013,20.75,m,E,F74,,E,02/08/2002,,,Remove,
10K,1/14/1999,<=2013,20.08,m,F,00B,L,L,,26-Apr-01,09/01/2000,Dead,
10L,2/23/1999,<=2013,20,f,BB,J01,,BB,03/09/2004,,,Remove,
10N,11/17/1999,<=2013,19.25,m,F,37D,nKK,KK,1/17/2002,,06/07/2000,Remove,
10O,1/14/2000,<=2013,19.08,m,V,J41,,V,02/01/2002,,,Remove,
10P,12/09/2000,<=2013,18.17,m,BB,N37,,BB,1/28/2003,,,Remove,
10R,12/24/2001,<=2013,17.17,m,KK,R75,R,R,,12-Jan-16,5/13/2009,Dead,
10S,11/26/2001,<=2013,17.25,f,F,61A,nNN,NN,,02-Aug-12,03/02/2012,Dead,***
10T,10/25/2002,<=2013,16.33,f,HH,19J,,HH,02/01/2005,,,Remove,
10V,2/22/2004,<=2013,15,f,F,K04,,F,02/07/2006,,,Remove,
10Z,12/07/2003,<=2013,15.17,f,R,S54,,R,,16-Feb-11,,Dead,
110,01/01/1952,<=2013,67.08,f,U,?,,U,,06-Apr-58,,Dead,
111,01/01/1956,<=2013,63.08,f,U,?,,U,,01-Jan-57,,Dead,
112,01/01/1956,<=2013,63.08,f,U,?,nC,nC,3/20/1967,,01/01/1960,Remove,
113,01/01/1956,<=2013,63.08,m,U,?,A,A,,03-Dec-70,09/01/1968,Dead,
114,01/01/1956,<=2013,63.08,f,U,?,nE,nE,,16-May-70,01/01/1960,Dead,
115,01/01/1956,<=2013,63.08,f,U,?,nE,nE,,23-Oct-63,01/01/1960,Dead,
116,01/01/1953,<=2013,66.08,f,U,?,nI,nI,,27-Mar-71,01/01/1961,Dead,
117,01/01/1952,<=2013,67.08,f,U,?,nC,nC,,10-Mar-65,01/01/1960,Dead,
118,01/01/1956,<=2013,63.08,f,U,?,nE,nE,,15-Mar-71,01/01/1960,Dead,
119,01/01/1952,<=2013,67.08,f,U,?,nA,nA,10/19/1971,,01/01/1960,Remove,
11A,1/14/1992,<=2013,27.08,m,V,L49,,V,02/08/1995,,,Remove,
11B,12/22/1992,<=2013,26.17,f,V,I11,,V,,03-Feb-95,,Dead,
11C,01/05/1994,<=2013,25.08,f,R,L29,BB,BB,02/03/2004,,12/02/1996,Remove,
11D,03/01/1995,<=2013,23.92,m,F,J85,,F,1/29/1997,,,Remove,
11E,01/10/1995,<=2013,24.08,m,F,F72,,F,02/07/1997,,,Remove,
11F,3/18/1996,<=2013,22.92,f,F,X46,,F,,12-Oct-99,,Dead,
11G,12/26/1996,<=2013,22.17,m,F,C87,,F,03/05/1999,,,Remove,
11H,01/07/1997,<=2013,22.08,f,C,K80,,C,1/21/1999,,,Remove,
11I,11/21/1997,<=2013,21.25,f,F,X17,,F,,17-Jun-08,,Dead,
11J,1/29/1998,<=2013,21.08,f,D,G80,,D,3/15/2002,,,Remove,
11K,1/14/1999,<=2013,20.08,m,F,R74,nII,nII,1/17/2001,,8/24/1999,Remove,
11L,11/09/1998,<=2013,20.25,f,R,J99,,R,2/27/2009,,,Remove,
11N,12/20/1999,<=2013,19.17,f,F,V78,nKK,KK,,24-Feb-11,06/07/2000,Dead,
11O,1/19/2000,<=2013,19.08,m,F,21C,,F,02/01/2002,,,Remove,
11P,12/07/2000,<=2013,18.17,f,CC,40A,,CC,1/23/2003,,,Remove,
11R,1/20/2002,<=2013,17.08,f,BB,95B,,BB,1/30/2004,,,Remove,
11S,12/19/2001,<=2013,17.17,m,F,79C,,F,02/12/2004,,,Remove,
11T,12/21/2002,<=2013,16.17,f,HH,X20,,HH,02/01/2005,,,Remove,
11V,11/10/2003,<=2013,15.25,f,F,87K,,F,02/02/2006,,,Remove,
11Z,11/12/2003,<=2013,15.25,M,R,74H,F,F,,,12/19/2018,IN CS,+
120,01/01/1955,<=2013,64.08,f,U,?,nA,nA,,09-Apr-63,01/01/1960,Dead,
121,01/01/1955,<=2013,64.08,m,U,?,A,A,,25-Oct-68,08/01/1968,Dead,
